name,fonction_1,fonction_2,fonction_3,fonction_4,fonction_5,fonction_6,fonction_7,fonction_8,fonction_9,fonction_10,fonction_11,nom_simplifie
2-BENZYLHEPTANOL,Agent masquant,Agent parfumant,,,,,,,,,,ingrédient cosmétique
"2-BROMO-2-NITROPROPANE-1,3-DIOL",Conservateur,,,,,,,,,,,ingrédient cosmétique
2-CHLORO-5-NITRO-N-HYDROXYETHYL-P-PHENYLENEDIAMINE,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
2-CHLORO-P-PHENYLENEDIAMINE,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
2-CHLORO-P-PHENYLENEDIAMINE SULFATE,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
2-ETHYLHEXANOL,Non classé,,,,,,,,,,,ingrédient cosmétique
2-ETHYLHEXYL GLUCOSIDE,,,,,,,,,,,,ingrédient cosmétique
2-ETHYLHEXYLAL,Solvant,,,,,,,,,,,ingrédient cosmétique
2-HEXANOL,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
2-HYDROXYETHYL ACRYLATE,Agent filmogène,,,,,,,,,,,ingrédient cosmétique
2-HYDROXYETHYL PICRAMIC ACID,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
2-HYDROXYETHYLAMINO-5-NITROANISOLE,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
2-ISOPROPOXYETHYL SALICYLATE,,,,,,,,,,,,ingrédient cosmétique
2-METHOXYMETHYL-P-PHENYLENEDIAMINE,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
2-METHYL 5-CYCLOHEXYLPENTANOL,Déodorant,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,,ingrédient cosmétique
2-METHYL-1-NAPHTHOL,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
2-METHYL-5-HYDROXYETHYLAMINOPHENOL,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
2-METHYLPENT-2-ENOIC ACID,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
2-METHYLPROPANAL,Agent d'entretien des ongles,Agent parfumant,,,,,,,,,,ingrédient cosmétique
2-METHYLPROPANOL,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
2-METHYLRESORCINOL,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
2-METHYLUNDECANOL,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
2-NAPHTHOL,Agent colorant pour cheveux,Agent parfumant,,,,,,,,,,ingrédient cosmétique
2-NITRO-5-GLYCERYL METHYLANILINE,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
2-NITRO-P-PHENYLENEDIAMINE,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
2-NITRO-P-PHENYLENEDIAMINE SULFATE,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
2-O-ETHYL ASCORBIC ACID,Agent d'entretien de la peau,,,,,,,,,,,vitamine C
"2-OLEAMIDO-1,3-OCTADECANEDIOL",Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
"2-OLEAMIDO-1,3,4-OCTADECATRIYL PROLINATE",Antipelliculaire,Anti-séborrhée,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,ingrédient cosmétique
"2-PROPYLHEPTANOL ETHOXYLATED, PROPOXYLATED",,,,,,,,,,,,ingrédient cosmétique
2-SEC-BUTYLCYCLOHEXANONE,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
2-T-BUTYLCYCLOHEXYL ACETATE,Agent masquant,Agent parfumant,,,,,,,,,,ingrédient cosmétique
2-TERT-BUTYLHYDROQUINONE METHYL ETHER,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
"2,2'-IMINODIETHANOL",,,,,,,,,,,,ingrédient cosmétique
"2,2'-METHYLENEBIS 4-AMINOPHENOL",Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
"2,2'-METHYLENEBIS 4-AMINOPHENOL HCL",Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
"2,3-BUTANEDIOL",Humectant,Agent masquant,Agent d'entretien de la peau,Solvant,,,,,,,,ingrédient cosmétique
"2,3-DIAMINODIHYDROPYRAZOLO PYRAZOLONE DIMETHOSULFONATE",Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
"2,4-DIAMINOPHENOXYETHANOL HCL",Agent colorant pour cheveux,,,,,,,,,,,conservateur
"2,4-DIAMINOPHENOXYETHANOL SULFATE",Agent colorant pour cheveux,,,,,,,,,,,conservateur
"2,4-DIMETHYL-3-CYCLOHEXENE CARBOXALDEHYDE",Agent masquant,Tonifiant,Agent parfumant,,,,,,,,,ingrédient cosmétique
"2,5-DIHYDRO-4-METHYLTHIAZOL-5-ETHANOL",Agent parfumant,,,,,,,,,,,ingrédient cosmétique
"2,5-DIHYDROXYBENZOIC ACID",Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
"2,5-DIMETHYLPYRAZINE",Agent parfumant,,,,,,,,,,,ingrédient cosmétique
"2,5,6-TRIAMINO-4-PYRIMIDINOL SULFATE",Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
"2,6-DIAMINO-3-((PYRIDIN-3-YL)AZO)PYRIDINE",Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
"2,6-DIAMINOPYRIDINE",Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
"2,6-DIAMINOPYRIDINE SULFATE",Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
"2,6-DICARBOXYPYRIDINE",Agent de chélation,,,,,,,,,,,ingrédient cosmétique
"2,6-DIHYDROXY-3,4-DIMETHYLPYRIDINE",Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
"2,6-DIHYDROXYETHYLAMINOTOLUENE",Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
"2,6-DIMETHOXY-3,5-PYRIDINEDIAMINE HCL",Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
"2,6-DIMETHYL-7-OCTEN-2-OL",Agent masquant,Agent parfumant,,,,,,,,,,ingrédient cosmétique
"2,6-DIMETHYLHEPTANOL",Agent parfumant,,,,,,,,,,,ingrédient cosmétique
"2,7-NAPHTHALENEDIOL",Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
3-(P-CUMENYL)-2-METHYLPROPIONALDEHYDE,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
"3-AMINO-2,4-DICHLOROPHENOL",Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
"3-AMINO-2,4-DICHLOROPHENOL HCL",Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
3-AMINOPROPANE SULFONIC ACID,Hydrotrope,Tensioactif,,,,,,,,,,ingrédient cosmétique
3-ASCORBYL CARBONYL DIPEPTIDE-17,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
3-BENZYLIDENE CAMPHOR,Absorbant UV,,,,,,,,,,,ingrédient cosmétique
3-CARENE,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
3-ETHYLAMINO-P-CRESOL SULFATE,Conditionneur capillaire,,,,,,,,,,,ingrédient cosmétique
3-GLYCERYL ASCORBATE,Antioxydant,Humectant,,,,,,,,,,ingrédient cosmétique
3-HEPTENYL ISOBUTYRATE,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
3-HEXENAL,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
3-HEXENOL,Agent masquant,Agent d'entretien de la peau,Agent parfumant,,,,,,,,,ingrédient cosmétique
3-HEXENYL ACETATE,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
3-HYDROXYBENZOIC ACID,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
3-HYDROXYBUTYRATE/4-HYDROXYBUTYRATE COPOLYMER,Agent Abrasif,Agent de contrôle de la viscosité,,,,,,,,,,ingrédient cosmétique
3-LAURYLGLYCERYL ASCORBATE,Antioxydant,Humectant,Agent d'entretien de la peau,,,,,,,,,ingrédient cosmétique
3-METHOXYBUTANOL,Solvant,,,,,,,,,,,ingrédient cosmétique
"3-METHYL-4-(2,4,6-TRIMETHYL-3-CYCLOHEXENYL)-3-BUTEN-2-ONE",Agent parfumant,,,,,,,,,,,ingrédient cosmétique
"3-METHYL-5-(2,2,3-TRIMETHYL-3-CYCLOPENTENYL)PENT-4-EN-2-OL",Agent parfumant,,,,,,,,,,,ingrédient cosmétique
3-METHYLAMINO-4-NITROPHENOXYETHANOL,Agent colorant pour cheveux,,,,,,,,,,,conservateur
3-NITRO-P-HYDROXYETHYLAMINOPHENOL,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
3-O-CETYL ASCORBIC ACID,Agent d'entretien de la peau,,,,,,,,,,,vitamine C
3-O-ETHYL ASCORBIC ACID,Agent d'entretien de la peau,,,,,,,,,,,vitamine C
3-OCTANOL,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
3-P-CUMENYL PROPIONALDEHYDE,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
3-TERT-BUTYLCYCLOHEXYL ACETATE,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
"3,3,5-TRIMETHYLCYCLOHEXYL SUCCINATE DIMETHYLAMIDE",Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
"3,4-DIHYDROXYBENZOIC ACID",Agent de protection de la peau,,,,,,,,,,,ingrédient cosmétique
"3,7-DIMETHYL-3,6-OCTADIENAL",Agent parfumant,,,,,,,,,,,ingrédient cosmétique
"3,7-DIMETHYL-4,6-OCTADIEN-3-OL",Agent parfumant,,,,,,,,,,,ingrédient cosmétique
4-AMINO-2-HYDROXYTOLUENE,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
4-AMINO-2-HYDROXYTOLUENE SULFATE,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
4-AMINO-2-NITRODIPHENYLAMINE-2'-CARBOXYLIC ACID,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
4-AMINO-3-NITROPHENOL,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
4-AMINO-M-CRESOL,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
4-BUTYLRESORCINOL,Antioxydant,,,,,,,,,,,ingrédient cosmétique
4-CHLORORESORCINOL,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
4-DIMETHYLMETHYLENECYCLOHEXYL-BUTAN-2-ONE,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
4-ETHYLGUAIACOL,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
4-FORMYLPHENYLBORONIC ACID,,,,,,,,,,,,ingrédient cosmétique
4-HYDROXYBENZOIC ACID,Agent masquant,Conservateur,,,,,,,,,,ingrédient cosmétique
4-HYDROXYBUTYL ACRYLATE,Agent fixant,,,,,,,,,,,ingrédient cosmétique
4-HYDROXYPROPYLAMINO-3-NITROPHENOL,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
4-METHYL-3-DECEN-5-OL,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
"4-METHYLBENZYL 4,5-DIAMINO PYRAZOLE SULFATE",Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
4-METHYLBENZYLIDENE CAMPHOR,Agent stabilisant,Absorbant UV,Filtre UV,,,,,,,,,ingrédient cosmétique
4-NITRO-O-PHENYLENEDIAMINE,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
4-PCA DIMETHICONE/BIS-VINYLDIMETHICONE CROSSPOLYMER,Agent filmogène,Conditionneur capillaire,Agent de protection de la peau,Agent de contrôle de la viscosité,,,,,,,,silicone
4-T-BUTYLCYCLOHEXANOL,Agent masquant,Agent parfumant,,,,,,,,,,ingrédient cosmétique
4-TERPINEOL,Agent masquant,,,,,,,,,,,ingrédient cosmétique
4-TERT-BUTYLCYCLOHEXYL ACETATE,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
4-TERT-BUTYLDIHYDROCINNAMALDEHYDE,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
"4,4'-ISOPROPYLIDENEDIPHENOL/EPICHLOROHYDRIN COPOLYMER",Agent filmogène,,,,,,,,,,,ingrédient cosmétique
"4,8-DIMETHYL-4,9-DECADIENAL",Agent parfumant,,,,,,,,,,,ingrédient cosmétique
"5-AMINO-2,6-DIMETHOXY-3-HYDROXYPYRIDINE",Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
5-AMINO-4-CHLORO-O-CRESOL,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
5-AMINO-6-CHLORO-O-CRESOL,Antimicrobien,Agent colorant pour cheveux,,,,,,,,,,ingrédient cosmétique
"5-BROMO-5-NITRO-1,3-DIOXANE",Conservateur,,,,,,,,,,,ingrédient cosmétique
5-ETHYL-4-HYDROXY-2-METHYLFURAN-3(2H)-ONE,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
5-METHYL-ALPHA-IONONE,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
"5,5,6-TRIMETHYLBICYCLOHEPT-2-YLCYCLOHEXANOL",Agent parfumant,,,,,,,,,,,ingrédient cosmétique
6-AMINO-M-CRESOL,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
6-AMINO-O-CRESOL,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
6-HYDROXYINDOLE,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
6-METHOXY-2-METHYLAMINO-3-AMINOPYRIDINE HCL,Agent colorant pour cheveux,,,,,,,,,,,ingrédient cosmétique
6-METHYL COUMARIN,Agent masquant,Agent parfumant,,,,,,,,,,ingrédient cosmétique
7-DEHYDROCHOLESTEROL,Stabilisateur d'émulsion,Agent d'entretien de la peau,Agent de contrôle de la viscosité,,,,,,,,,ingrédient cosmétique
A-TERPINYL ACETATE,Agent parfumant,,,,,,,,,,,ingrédient cosmétique
ABALONE EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ABALONE SHELL POWDER,Agent fixant,Agent de foisonnement,Opacifiant,Agent de protection de la peau,,,,,,,,ingrédient cosmétique
ABELIOPHYLLUM DISTICHUM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ABELMOSCHUS ESCULENTUS FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ABIES ALBA CONE EXTRACT,Agent parfumant,,,,,,,,,,,extrait végétal
ABIES ALBA CONE OIL,Agent parfumant,,,,,,,,,,,huile végétale
ABIES ALBA EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ABIES ALBA LEAF CERA,Agent d'entretien de la peau,Agent de protection de la peau,Agent parfumant,,,,,,,,,ingrédient cosmétique
ABIES ALBA LEAF OIL,Agent masquant,Tonifiant,Agent parfumant,,,,,,,,,huile végétale
ABIES ALBA LEAF WAX,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,,,ingrédient cosmétique
ABIES ALBA NEEDLE EXTRACT,Agent parfumant,,,,,,,,,,,extrait végétal
ABIES ALBA NEEDLE OIL,Agent parfumant,,,,,,,,,,,huile végétale
ABIES ALBA SEED EXTRACT,Antimicrobien,Antioxydant,Agent éclaircissant,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,extrait végétal
ABIES ALBA SEED OIL,Antimicrobien,Antioxydant,Agent d'entretien de la peau,,,,,,,,,huile végétale
ABIES ALBA WOOD EXTRACT,Antioxydant,,,,,,,,,,,extrait végétal
ABIES BALSAMEA BALSAM EXTRACT,Agent parfumant,,,,,,,,,,,extrait végétal
ABIES BALSAMEA EXTRACT,Agent filmogène,Conditionneur capillaire,Agent parfumant,,,,,,,,,extrait végétal
ABIES BALSAMEA NEEDLE OIL,Agent masquant,Agent parfumant,,,,,,,,,,huile végétale
ABIES BALSAMEA RESIN,Agent filmogène,Agent masquant,,,,,,,,,,ingrédient cosmétique
ABIES CONCOLOR BRANCH/LEAF/WOOD OIL,Agent masquant,,,,,,,,,,,huile végétale
ABIES KOREANA LEAF EXTRACT,Conditionneur capillaire,Agent bouclant ou lissant (coiffant),Agent d'entretien de la peau,,,,,,,,,extrait végétal
ABIES PECTINATA EXTRACT,Déodorant,Tonifiant,,,,,,,,,,extrait végétal
ABIES PECTINATA LEAF EXTRACT,Déodorant,Tonifiant,,,,,,,,,,extrait végétal
ABIES PECTINATA OIL,Agent masquant,Tonifiant,,,,,,,,,,huile végétale
ABIES SACHALINENSIS LEAF EXTRACT,Humectant,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
ABIES SIBIRICA NEEDLE EXTRACT,Agent parfumant,,,,,,,,,,,extrait végétal
ABIES SIBIRICA NEEDLE OIL,Agent parfumant,,,,,,,,,,,huile végétale
ABIES SIBIRICA OIL,Agent masquant,Tonifiant,Agent parfumant,,,,,,,,,huile végétale
ABRONIA VILLOSA LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ABRUS PRECATORIUS ROOT EXTRACT,Conditionneur capillaire,,,,,,,,,,,extrait végétal
ACACIA ARABICA BARK POWDER,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACACIA ARABICA STEM BARK EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACACIA CATECHU BARK EXTRACT,,,,,,,,,,,,extrait végétal
ACACIA CATECHU BARK POWDER,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACACIA CATECHU CATECHINS,Antioxydant,,,,,,,,,,,ingrédient cosmétique
ACACIA CATECHU GUM,Agent filmogène,Agent masquant,,,,,,,,,,ingrédient cosmétique
ACACIA CATECHU LEAF/WOOD POWDER,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACACIA CATECHU SEED EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACACIA CATECHU SEED POWDER,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACACIA CATECHU WOOD EXTRACT,Antioxydant,,,,,,,,,,,extrait végétal
ACACIA CONCINNA FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACACIA CONCINNA FRUIT POWDER,Conditionneur capillaire,,,,,,,,,,,ingrédient cosmétique
ACACIA CONCINNA POD EXTRACT,,,,,,,,,,,,extrait végétal
ACACIA DEALBATA FLOWER CERA,Emollient,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
ACACIA DEALBATA FLOWER EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACACIA DEALBATA LEAF EXTRACT,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,,,extrait végétal
ACACIA DEALBATA SEED EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACACIA DECURRENS DEALBATA FLOWER EXTRACT,,,,,,,,,,,,extrait végétal
ACACIA DECURRENS EXTRACT,Astringent,Agent d'entretien de la peau,Tonifiant,,,,,,,,,extrait végétal
ACACIA DECURRENS FLOWER CERA,Emollient,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,,ingrédient cosmétique
ACACIA DECURRENS FLOWER EXTRACT,Agent masquant,Agent parfumant,,,,,,,,,,extrait végétal
ACACIA DECURRENS/JOJOBA/SUNFLOWER SEED CERA/POLYGLYCERYL-3 ESTERS,,,,,,,,,,,,ingrédient cosmétique
ACACIA DECURRENS/JOJOBA/SUNFLOWER SEED WAX POLYGLYCERYL-3 ESTERS,Emollient,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
ACACIA FARNESIANA EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACACIA FARNESIANA FLOWER CERA,Agent de protection de la peau,,,,,,,,,,,ingrédient cosmétique
ACACIA FARNESIANA FLOWER EXTRACT,Agent parfumant,,,,,,,,,,,extrait végétal
ACACIA FARNESIANA FLOWER WAX,Agent arômatisant,,,,,,,,,,,ingrédient cosmétique
ACACIA FARNESIANA FLOWER/STEM EXTRACT,Astringent,Agent de contrôle de la viscosité,,,,,,,,,,extrait végétal
ACACIA FARNESIANA GUM,Astringent,Agent filmogène,Agent de contrôle de la viscosité,,,,,,,,,ingrédient cosmétique
ACACIA MEARNSII BARK EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACACIA SALIGNA LEAF EXTRACT,Astringent,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
ACACIA SENEGAL FLOWER/STEM EXTRACT,Agent de contrôle de la viscosité,,,,,,,,,,,extrait végétal
ACACIA SENEGAL GUM,Agent filmogène,Agent masquant,,,,,,,,,,ingrédient cosmétique
ACACIA SENEGAL GUM EXTRACT,Agent de contrôle de la viscosité,,,,,,,,,,,extrait végétal
ACACIA SEYAL GUM,Humectant,,,,,,,,,,,ingrédient cosmétique
ACACIA SEYAL GUM EXTRACT,Humectant,,,,,,,,,,,extrait végétal
ACACIA VICTORIAE FRUIT EXTRACT,Antioxydant,Conditionneur capillaire,Agent d'entretien de la peau,,,,,,,,,extrait végétal
ACACIA VICTORIAE SEED EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACACIA VICTORIAE SEED OIL,Antioxydant,Humectant,Agent d'entretien de la peau,,,,,,,,,huile végétale
ACANTHOPANAX KOREANUM ADVENTITIOUS ROOT CULTURE EXTRACT,Antioxydant,Conditionneur capillaire,Humectant,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,extrait végétal
ACANTHOPANAX KOREANUM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACANTHOPANAX SENTICOSUS EXTRACT,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,,,extrait végétal
ACANTHOPANAX SENTICOSUS ROOT,Humectant,,,,,,,,,,,ingrédient cosmétique
ACANTHOPANAX SENTICOSUS ROOT EXTRACT,Agent d'entretien de la peau,Agent apaisant,,,,,,,,,,extrait végétal
ACANTHOPANAX SESSILIFLORUS BARK EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACANTHOPANAX SESSILIFLORUS ROOT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACANTHOSICYOS HORRIDUS SEED OIL,Agent d'entretien de la peau,Agent de protection de la peau,,,,,,,,,,huile végétale
ACANTHUS MOLLIS LEAF EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACCA SELLOWIANA FRUIT EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACEFYLLINE METHYLSILANOL MANNURONATE,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACER MONO SAP,Agent d'entretien de la peau,,,,,,,,,,,ingrédient cosmétique
ACER NIKOENSE BARK EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACER PALMATUM LEAF EXTRACT,Antioxydant,,,,,,,,,,,extrait végétal
ACER RUBRUM BARK EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACER RUBRUM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACER SACCHARUM (SUGAR MAPLE) SAP EXTRACT,,,,,,,,,,,,extrait végétal
ACER SACCHARUM EXTRACT,Agent d'entretien de la peau,,,,,,,,,,,extrait végétal
ACER SACCHARUM SAP,Humectant,Agent d'entretien de la peau,,,,,,,,,,ingrédient cosmétique
ACER SACCHARUM SAP EXTRACT,Humectant,Agent d'entretien de la peau,,,,,,,,,,extrait végétal
ACETALDEHYDE,Agent masquant,,,,,,,,,,,ingrédient cosmétique
ACETAMIDE MEA,Sinergiste de mousse,Conditionneur capillaire,Humectant,Agent d'entretien de la peau,Tensioactif,Agent de contrôle de la viscosité,,,,,,ingrédient cosmétique
